  2.968001e-08	-1.714840e-07	-4.389391e-07	-5.066595e-04	-8.810929e-08	 4.945244e-07	-2.896709e-06	-1.543487e-04	 4.361791e-06	-1.259054e-05	-3.469258e-04	-2.064831e-04	-4.203591e-05	 1.053637e-04	-1.285108e-04	 1.875520e-06	-1.213725e-05	-4.470415e-05	-2.655782e-06	-2.940230e-08	 1.165948e-07	-2.880648e-07	 3.336708e-08	-1.224432e-06	-3.042022e-06	 4.416732e-09	-1.698089e-09	 7.730685e-10	
  2.968001e-08	-1.714840e-07	-4.389391e-07	-5.066595e-04	-8.810929e-08	 4.945244e-07	-2.896709e-06	-1.543487e-04	 4.361791e-06	-1.259054e-05	-3.469258e-04	-2.064831e-04	-4.203591e-05	 1.053637e-04	-1.285108e-04	 1.875520e-06	-1.213725e-05	-4.470415e-05	-2.655782e-06	-2.940230e-08	 1.165948e-07	-2.880648e-07	 3.336708e-08	-1.224432e-06	-3.042022e-06	 4.416732e-09	-1.698089e-09	 7.730685e-10
-1.714840e-07	 1.954519e-06	 7.094583e-06	 3.940489e-03	 1.579258e-06	-4.794278e-06	 2.251979e-05	 5.574700e-04	-1.651675e-05	 6.288775e-05	 2.511654e-03	 1.439159e-03	 6.291325e-04	-4.915987e-05	 6.016992e-04	-1.112313e-04	 2.896771e-05	 2.854294e-04	 2.693156e-04	 1.507271e-07	-7.488024e-07	 9.525517e-07	-4.998613e-08	 6.979753e-06	 1.949374e-05	-2.429467e-08	 1.370865e-10	-9.880092e-08	
-4.389391e-07	 7.094583e-06	 2.611656e-04	 3.206467e-02	 1.027509e-04	-1.177323e-05	 1.633295e-04	-1.461895e-03	 4.917253e-05	-4.823057e-04	-1.475343e-03	 9.648800e-03	 1.136650e-02	 1.552020e-02	-2.546439e-03	 3.652456e-04	-7.772133e-04	-1.358864e-03	 2.602708e-03	 7.240593e-06	-8.348008e-06	-5.087028e-05	 3.431810e-08	 1.019725e-05	-2.067764e-04	 7.755324e-08	-3.181236e-07	 1.773953e-05	
-5.066595e-04	 3.940489e-03	 3.206467e-02	 2.171519e+01	 1.128819e-02	-1.096112e-02	 1.206287e-01	 4.425336e+00	-1.067203e-01	 6.288378e-01	 4.431295e+00	 3.466331e+00	 7.788295e-01	-3.507092e+00	 3.084271e+00	-2.161465e-01	 4.015558e-01	 1.556452e+00	 7.192373e-01	 1.811327e-03	-2.174756e-03	-3.524717e-03	-5.751040e-04	 2.402994e-02	 3.320121e-02	-2.453789e-05	 9.533776e-05	 1.334907e-03	
-8.810929e-08	 1.579258e-06	 1.027509e-04	 1.128819e-02	 4.682230e-05	-9.497119e-07	 5.780756e-05	-1.160533e-03	 2.069980e-05	 3.285139e-04	-8.718417e-03	 8.158825e-04	 2.976201e-03	 3.425363e-03	-6.573052e-04	 2.299605e-04	-1.032066e-04	-5.926909e-05	 8.774529e-04	 2.024157e-06	-2.416461e-06	-2.400503e-05	 6.132642e-07	-1.227126e-06	-1.297936e-04	 2.055972e-09	-1.685982e-07	 2.628793e-06	
 4.945244e-07	-4.794278e-06	-1.177323e-05	-1.096112e-02	-9.497119e-07	 1.896051e-05	-6.315299e-05	-4.127778e-03	 1.270864e-04	-4.941914e-04	-1.164753e-02	-4.418551e-03	 4.094177e-05	 3.794292e-03	-3.746729e-03	 5.861320e-04	-3.589634e-04	-1.471114e-03	-2.920609e-04	-4.463021e-06	-1.362633e-06	 2.006785e-06	 1.074708e-06	-2.430035e-05	-4.237409e-05	-4.320599e-08	-5.423907e-08	 3.061908e-07	
-2.896709e-06	 2.251979e-05	 1.633295e-04	 1.206287e-01	 5.780756e-05	-6.315299e-05	 6.855474e-04	 2.524861e-02	-6.199878e-04	 3.595473e-03	 2.554983e-02	 1.861850e-02	 2.387724e-03	-2.187180e-02	 1.807184e-02	-1.248884e-03	 2.535022e-03	 9.215537e-03	 3.572734e-03	 6.085672e-06	-7.983033e-06	-6.880112e-06	 3.515576e-06	 1.449425e-04	 2.117531e-04	-1.368398e-07	 5.218742e-07	 4.740328e-06	
-1.543487e-04	 5.574700e-04	-1.461895e-03	 4.425336e+00	-1.160533e-03	-4.127778e-03	 2.524861e-02	 4.326149e+01	-4.324442e-01	-1.353131e+00	 4.387099e+01	 5.545531e+00	-1.164042e+01	-5.217441e+01	-8.052809e-01	 3.139498e-01	 7.851330e-01	-5.556641e+00	-3.171283e+01	 4.197149e-03	-7.661550e-04	 1.597230e-02	-1.594700e-04	 2.306305e-02	 1.569724e-02	-2.596976e-04	 6.637626e-04	 7.499602e-04	
 4.361791e-06	-1.651675e-05	 4.917253e-05	-1.067203e-01	 2.069980e-05	 1.270864e-04	-6.199878e-04	-4.324442e-01	 7.896953e-02	-1.735199e-02	-1.056277e+00	 9.156057e-01	 1.930443e+00	 7.450425e-01	 2.682438e-02	-8.667294e-03	-1.703826e-03	 1.140675e-01	 1.181194e-01	-3.543736e-04	 1.211831e-04	-5.844922e-04	 4.831637e-04	 2.935219e-04	-2.068435e-04	 8.612194e-06	-8.184783e-06	-1.921942e-05	
-1.259054e-05	 6.288775e-05	-4.823057e-04	 6.288378e-01	 3.285139e-04	-4.941914e-04	 3.595473e-03	-1.353131e+00	-1.735199e-02	 3.696650e+00	-3.322650e+01	-7.395981e+00	 3.251341e+00	 1.656950e+00	 1.377100e-01	-3.420370e-01	 1.072141e-01	 2.543528e+00	 3.358055e+00	 9.884752e-04	 1.726054e-03	 2.646853e-03	 2.137857e-03	-3.255783e-03	-1.721294e-02	 8.845684e-05	-6.234290e-05	-2.484038e-04	
-3.469258e-04	 2.511654e-03	-1.475343e-03	 4.431295e+00	-8.718417e-03	-1.164753e-02	 2.554983e-02	 4.387099e+01	-1.056277e+00	-3.322650e+01	 8.392949e+02	 1.192110e+02	-2.180860e+01	-2.591837e+01	-1.558821e+01	-3.891428e+00	 6.579075e+00	-1.282840e+01	-2.571839e+01	 1.773806e-02	-2.768669e-02	 7.594584e-03	-4.620163e-02	 4.783659e-02	 1.106557e-01	 3.232427e-03	 1.236005e-03	 4.286470e-03	
-2.064831e-04	 1.439159e-03	 9.648800e-03	 3.466331e+00	 8.158825e-04	-4.418551e-03	 1.861850e-02	 5.545531e+00	 9.156057e-01	-7.395981e+00	 1.192110e+02	 8.696518e+01	 5.408960e+01	 2.639837e+01	-1.334960e+01	 1.846831e-01	-1.575085e+00	 6.893245e-01	-1.080304e+00	-7.079537e-03	-5.965847e-04	-1.172584e-02	 4.739592e-03	 2.665851e-02	 4.471123e-02	 1.382546e-04	 1.351404e-04	 1.011310e-03	
